spaceFormID,spaceDisplayName,spaceEditorID,isWorldspace,isInstanceable
584707,PackInCeilingLightHangingStorageCell,,0,0
587164,PackInCeilingLightHangingCageShortStorageCell,,0,0
587165,PackInCeilingLightHangingShortStorageCell,,0,0
587166,PackInSpotlight_45_OnStorageCell,,0,0
587167,PackInSpotLight_90_OnStorageCell,,0,0
587171,PackInSpotlight_Up_OnStorageCell,,0,0
600256,PackInDMPWeapGunPistolAllStorageCell,,0,0
600599,PackInSpotlight_Back_OnNEWStorageCell,,0,0
600600,PackInSpotlight_Swivel_OffNEWStorageCell,,0,0
600601,PackInSpotlight_Swivel_OnNEWStorageCell,,0,0
602482,COPY0280,,0,0
604602,COPY0281,,0,0
623943,COPY0282,,0,0
632542,PackInFluorescentLightSinglePackInStorageCell,,0,0
638250,DebugRange,Quick Test Cell,0,0
646291,PackInLoadElevatorUtilityPackInStorageCell,,0,0
652326,PackInPrewar_Fancy_BureauWithDoorsStorageCell,,0,0
654933,PackInPrewar_Fancy_CurioWithDoors01StorageCell,,0,0
655482,zUnusedTheaterLaundromat,Quick Test Cell,0,0
656654,PackInLvlMoleratAmbush512ShortDelayedPackInStorageCell,,0,0
656655,PackInLvlMoleratAmbush512LongDelayedPackInStorageCell,,0,0
660377,PackInLvlFeralGhoulAmbushLayPackInStorageCell,,0,0
660378,PackInLvlFeralGhoulAmbushCrawlPackInStorageCell,,0,0
660379,PackInLvlFeralGhoulAggro800LayPackInStorageCell,,0,0
660380,PackInLvlFeralGhoulAggro800CrawlPackInStorageCell,,0,0
660381,PackInLvlFeralGhoulAggro512MantelPackInStorageCell,,0,0
660382,PackInLvlFeralGhoulAggro512CrawlPackInStorageCell,,0,0
660383,PackInLvlFeralGhoulAggro512GroundPackInStorageCell,,0,0
667147,PackInMetalBarrelRadioactive02PACKStorageCell,,0,0
667148,PackInMetalBarrelRadioactivePCK01StorageCell,,0,0
668716,PackInLvlFeralGhoulAmbushCrawlFlatPackInStorageCell,,0,0
668717,PackInLvlFeralGhoulAggro800CrawlFlatPackInStorageCell,,0,0
668718,PackInLvlFeralGhoulAggro512CrawlFlatPackInStorageCell,,0,0
679565,PackInLvlViciousDogDefaultPackInStorageCell,,0,0
679566,PackInLvlSynthDefaultPackInStorageCell,,0,0
679567,PackInLvlSupermutantDefaultPackInStorageCell,,0,0
679568,PackInLvlStingwingDefaultPackInStorageCell,,0,0
679569,PackInLvlRobotDefaultPackInStorageCell,,0,0
679570,PackInLvlRadStagDefaultPackInStorageCell,,0,0
679571,PackInLvlRadscorpionDefaultPackInStorageCell,,0,0
679572,PackInLvlMoleratDefaultPackInStorageCell,,0,0
679573,PackInLvlMirelurkDefaultPackInStorageCell,,0,0
679574,PackInLvlFEVHoundDefaultPackInStorageCell,,0,0
679575,PackInLvlFeralGhoulDefaultPackInStorageCell,,0,0
679576,PackInLvlBloodbugDefaultPackInStorageCell,,0,0
679577,PackInLvlBloatflyDefaultPackInStorageCell,,0,0
679578,PackInLvlGunnerDefaultPackInStorageCell,,0,0
679579,PackInLvlRaiderDefaultPackInStorageCell,,0,0
701822,PackInSpotlightDetectInteriorPackInStorageCell,,0,0
702259,PackInIndCat1WayExtendablePairPackInStorageCell,,0,0
715949,COPY0283,,0,0
723619,zUnusedTheater46A,Quick Test Cell,0,0
730437,COPY0283DUPLICATE000,,0,0
734659,PackInDummy_RadMedsStorageCell,,0,0
734660,PackInDummy_Chems_AnyStorageCell,,0,0
734663,PackInDummy_HuntingRifleStorageCell,,0,0
734664,PackInDummy_Food_PackagedStorageCell,,0,0
734665,PackInDummy_Drink_NonAlcoholStorageCell,,0,0
734666,PackInDummy_Drink_AlcoholStorageCell,,0,0
734667,PackInDummy_Drink_AnyStorageCell,,0,0
734668,PackInDummy_Drink_NukaColaStorageCell,,0,0
734669,PackInDummy_Ammo_ShotgunShellStorageCell,,0,0
734670,PackInDummy_Ammo_FusionCellStorageCell,,0,0
734672,PackInDummy_Ammo_5mmStorageCell,,0,0
734673,PackInDummy_Ammo_556StorageCell,,0,0
734675,PackInDummy_Ammo_308CaliberStorageCell,,0,0
734677,PackInDummy_Ammo_10mmStorageCell,,0,0
734678,PackInDummy_Ammo_AnyStorageCell,,0,0
734680,PackInDummy_HandmadeGun_Rifle_ScopeOpticalStorageCell,,0,0
734681,PackInDummy_HandmadeGun_Rifle_ScopeStorageCell,,0,0
734682,PackInDummy_HandmadeGun_RifleStorageCell,,0,0
734683,PackInDummy_HandmadeGun_Rifle_SAStorageCell,,0,0
734684,PackInDummy_HandmadeGun_PistolStorageCell,,0,0
734685,PackInDummy_HandmadeGun_PipeMGStorageCell,,0,0
734686,PackInDummy_HandmadeGunStorageCell,,0,0
736671,PackInElevatorUtilityPackInStorageCellDUPLICATE000,,0,0
736672,PackInDummy_10mmStorageCell,,0,0
737457,PackInEncSentryBotAggro800PackInStorageCell,,0,0
737458,PackInEncSentryBotAggro512PackInStorageCell,,0,0
737459,PackInEncSentryBotAmbushPackInStorageCell,,0,0
765764,PackInDummy_LaserMusketStorageCell,,0,0
806573,PackInLvlMirelurkHunterAggro1200GroundDelayedPackInStorageCell,,0,0
806574,PackInLvlMirelurkHunterAggro512GroundDelayedPackInStorageCell,,0,0
806575,PackInLvlMirelurkHunterAggro1670GroundPackInStorageCell,,0,0
806576,PackInLvlMirelurkHunterAggro1200GroundPackInStorageCell,,0,0
806577,PackInLvlMirelurkHunterAggro800GroundPackInStorageCell,,0,0
806578,PackInLvlMirelurkHunterAggro512GroundPackInStorageCell,,0,0
806579,PackInLvlMirelurkHunterAmbushGroundPackInStorageCell,,0,0
835405,COPY0001,,0,0
851270,COPY0285,,0,0
911928,COPY0046DUPLICATE000,,0,0
937608,COPY0002,,0,0
937609,COPY0003,,0,0
937610,COPY0004,,0,0
937611,COPY0005,,0,0
937612,COPY0006,,0,0
937613,COPY0007,,0,0
937614,COPY0008,,0,0
937615,COPY0009,,0,0
937616,COPY0010,,0,0
937617,COPY0011,,0,0
937618,COPY0012,,0,0
937619,COPY0013,,0,0
937620,COPY0014,,0,0
937621,COPY0015,,0,0
937622,COPY0016,,0,0
937623,COPY0017,,0,0
937624,COPY0018,,0,0
937625,COPY0019,,0,0
937626,COPY0020,,0,0
937627,COPY0021,,0,0
937628,COPY0022,,0,0
937629,COPY0023,,0,0
937630,COPY0024,,0,0
937631,COPY0025,,0,0
937632,COPY0026,,0,0
937633,COPY0027,,0,0
937634,COPY0028,,0,0
937635,COPY0029,,0,0
937636,COPY0030,,0,0
937637,COPY0031,,0,0
937638,COPY0032,,0,0
937639,COPY0033,,0,0
937640,COPY0034,,0,0
937641,PackInConstructionLightFloorPackinStorageCell,,0,0
937642,PackInConstructionLightStandingPackinStorageCell,,0,0
937643,PackInSpotlight_45_OnNSStorageCell,,0,0
944126,COPY0037,,0,0
944128,COPY0036,,0,0
945372,COPY0038,,0,0
945374,COPY0035,,0,0
950930,PackInIndCatLightNSStorageCell,,0,0
953724,COPY0042,,0,0
953726,COPY0041,,0,0
953729,COPY0040,,0,0
953731,COPY0039,,0,0
961752,PackInSubwayLightWall03NSStorageCell,,0,0
961753,PackInSubwayLightWall03StorageCell,,0,0
964469,WarehouseTraps,The most dangerous cell,0,0
96756,PlayerHomeInterior,,0,0
96850,COPY0255,,0,0
96852,COPY0254,,0,0
970865,COPY0045,,0,0
973145,COPY0046,,0,0
